steps,voltage_mV,pressure,temperature_C,humidity_percent,hour,minute
5515,27.61,16,52.33,91.59,15,15
5514,2.98,8,30.54,55.44,15,15
5515,124.13,35,23.75,40.67,15,15
5517,90.26,26,31.64,61.56,15,15
5519,41.19,19,50.92,52.42,15,16
5520,41.76,22,34.43,11.14,15,16
5521,3.57,3,25.38,94.03,15,16
5521,41.62,19,50.05,47.86,15,16
5522,40.54,16,34.01,55.35,15,16
5524,51.44,24,5.53,67.3,15,16
5525,57.32,23,5.86,43.46,15,16
5525,51.72,25,49.46,52.14,15,16
5527,0.64,5,26.19,42.22,15,16
5526,96.08,27,29.6,55.34,15,16
5527,78.96,28,30.25,55.55,15,16
5530,81.76,21,23.0,53.79,15,16
5530,72.88,19,27.19,69.52,15,16
5530,1.25,4,56.22,67.89,15,16
5533,27.75,12,30.17,12.91,15,16
5534,65.86,34,22.51,93.34,15,16
5535,37.85,14,20.05,64.97,15,16
5536,2.57,2,21.35,43.57,15,16
5538,37.2,12,31.75,49.22,15,16
5539,76.94,20,24.41,54.14,15,16
5537,46.96,22,45.88,50.82,15,16
5541,2.75,1,5.56,50.01,15,16
5539,119.14,35,28.99,86.99,15,16
5540,35.75,13,28.99,51.31,15,16
5543,31.05,20,8.05,19.06,15,16
5545,3.6,4,22.31,40.89,15,16
5543,2.62,2,28.33,17.99,15,16
5545,4.31,4,23.51,64.42,15,16
5545,86.55,32,34.02,62.63,15,16
5546,52.04,28,27.45,15.47,15,16
5549,108.73,33,20.34,47.48,15,16
5550,47.44,23,8.87,64.1,15,16
5551,76.55,28,32.44,94.03,15,16
5551,122.87,35,25.85,44.99,15,16
5552,1.36,5,26.59,50.65,15,16
5554,94.05,28,34.4,47.35,15,16
5556,72.47,23,32.19,65.33,15,16
5556,132.77120000000002,34,20.59,51.0,15,16
5557,100.86,33,27.4,49.3,15,16
5557,3.98,9,22.53,66.2,15,16
5559,61.36,27,54.63,54.02,15,16
5561,4.59,3,32.57,46.72,15,16
5561,86.92,24,31.37,44.55,15,16
5563,35.99,12,28.03,40.24,15,16
5562,81.37,22,27.05,65.98,15,16
5565,66.62,16,27.72,65.61,15,16
5565,58.09,21,27.0,44.11,15,16
5567,72.6,23,33.64,58.88,15,16
5565,90.08,35,23.99,93.04,15,16
5566,1.85,11,57.2,46.94,15,16
5569,92.18,33,27.39,58.56,15,16
5570,118.83,30,23.98,49.16,15,16
5572,123.71,33,29.98,64.7,15,16
5573,96.29,28,25.73,52.41,15,16
5574,52.9,18,29.82,52.94,15,16
5573,2.84,5,57.69,46.77,15,16
5573,1.2,5,51.29,66.73,15,16
5574,1.42,7,24.21,53.36,15,16
5578,85.54,23,23.52,55.78,15,16
5577,48.66,16,30.97,50.76,15,16
5577,0.25,7,26.39,43.09,15,17
5581,107.74,30,22.96,47.44,15,17
5580,2.01,5,32.2,18.23,15,17
5581,116.83,28,34.73,47.41,15,17
5582,77.23,30,24.39,58.58,15,17
5584,80.23,23,21.89,45.43,15,17
5585,67.06,18,32.9,45.17,15,17
5584,54.05,18,28.78,61.11,15,17
5587,0.4,11,23.92,63.92,15,17
5589,60.87,16,22.47,53.32,15,17
5587,110.45,30,28.22,66.12,15,17
5589,34.38,16,7.43,58.41,15,17
5591,86.23,35,7.46,63.33,15,17
5593,46.48,14,30.6,47.97,15,17
5593,75.28,30,45.65,65.16,15,17
5594,1.63,8,51.05,44.19,15,17
5595,61.08,32,47.9,53.98,15,17
5597,64.56,23,24.85,13.75,15,17
5598,40.31,19,5.91,58.63,15,17
5597,98.52,32,20.86,56.72,15,17
5598,65.84,19,29.51,55.71,15,17
5599,26.09,17,46.51,41.54,15,17
5601,48.27,13,24.24,87.0,15,17
5600,34.44,17,33.33,93.99,15,17
5603,55.96,16,34.44,40.24,15,17
5603,48.97,13,23.15,59.46,15,17
5604,3.08,8,32.93,69.76,15,17
5605,0.6,8,26.32,47.51,15,17
5607,3.92,3,26.64,41.8,15,17
5606,131.95,32,25.75,41.42,15,17
5608,98.0,32,29.09,43.82,15,17
5610,87.68,32,20.8,47.6,15,17
5611,40.2,14,22.41,12.3,15,17
5610,89.51,35,33.36,51.78,15,17
5613,79.01,26,26.63,46.61,15,17
5613,32.64,15,22.31,12.4,15,17
5615,1.29,2,31.48,50.85,15,17
5617,108.25,29,31.89,61.53,15,17
5617,3.87,2,9.84,65.54,15,17
5616,3.21,1,34.89,61.51,15,17
5618,34.91,16,21.86,92.18,15,17
5618,114.9,35,27.05,42.3,15,17
5622,4.65,6,31.19,50.91,15,17
5620,74.38,25,29.73,85.11,15,17
5622,4.3,10,27.53,16.97,15,17
5622,79.21,26,26.34,62.7,15,17
5623,40.09,16,30.4,42.23,15,17
5624,1.0,11,32.3,53.23,15,17
5628,65.16,19,25.07,67.28,15,17
5628,61.12,21,23.23,66.55,15,17
5627,4.15,7,6.86,16.25,15,17
5631,3.18,1,32.52,56.3,15,17
5630,3.15,1,53.93,17.48,15,17
5632,40.7,13,22.71,64.41,15,17
5632,40.65,15,21.1,56.97,15,17
5635,2.88,6,7.86,41.1,15,17
5634,95.25,23,23.52,47.87,15,17
5635,92.58,23,28.51,45.38,15,17
5636,84.52,23,20.58,86.79,15,17
5636,2.58,10,27.75,64.83,15,17
5640,105.71,31,24.03,49.09,15,18
5638,83.11,30,31.81,59.03,15,18
5640,101.96,35,34.81,68.63,15,18
5641,3.68,2,56.32,50.78,15,18
5643,4.91,10,46.54,49.59,15,18
5642,65.64,23,34.23,16.98,15,18
5643,76.97,23,26.86,53.17,15,18
5644,46.73,14,25.23,89.54,15,18
5648,1.57,11,50.78,55.85,15,18
5648,1.09,7,28.1,64.33,15,18
5649,2.77,6,29.74,55.79,15,18
5651,3.05,5,22.81,94.03,15,18
5649,45.85,22,50.66,61.58,15,18
5651,56.81,17,23.47,69.14,15,18
5652,2.77,5,23.57,51.43,15,18
5654,45.86,15,32.48,65.96,15,18
5656,76.44,21,28.63,60.84,15,18
5655,3.39,3,6.02,53.13,15,18
5658,36.92,23,9.33,63.45,15,18
5657,36.61,21,58.45560000000002,42.84,15,18
5660,0.68,2,56.68,57.05,15,18
5661,0.22,5,27.0,15.98,15,18
5660,97.98,27,28.1,51.88,15,18
5661,4.97,5,29.25,54.5,15,18
5662,46.22,17,30.66,51.3,15,18
5664,3.83,5,30.62,18.95,15,18
5664,61.88,22,29.3,65.59,15,18
5667,25.1,17,9.83,14.95,15,18
5668,64.47,30,49.88,42.49,15,18
5669,45.99,12,26.0,89.09,15,18
5668,4.46,2,28.73,54.48,15,18
5671,45.52,12,25.81,62.71,15,18
5670,70.43,32,20.28,93.91,15,18
5673,2.07,3,7.59,57.41,15,18
5674,69.96,23,22.94,64.07,15,18
5675,69.14,18,25.75,41.65,15,18
5673,1.49,8,21.32,67.31,15,18
5677,4.8,10,25.85,67.08,15,18
5677,45.74,23,7.52,42.4,15,18
5679,0.8,6,34.22,69.21,15,18
5678,45.53,14,30.26,89.77,15,18
5679,1.3,11,33.42,41.86,15,18
5680,62.93,17,34.16,62.06,15,18
5680,106.08,27,29.29,65.44,15,18
5682,26.57,14,57.33,61.42,15,18
5685,57.47,34,48.33,65.73,15,18
5686,0.59,5,23.65,61.94,15,18
5686,4.72,2,31.8,94.03,15,18
5686,69.24,35,29.57,92.47,15,18
5687,4.23,5,30.14,44.29,15,18
5689,55.58,28,47.32,42.12,15,18
5688,0.25,7,8.28,55.71,15,18
5690,101.11,26,31.75,53.88,15,18
5691,2.7,6,26.57,11.14,15,18
5692,84.36,28,29.22,65.47,15,18
5695,47.65,23,7.86,48.26,15,18
5693,99.93,24,25.51,66.39,15,18
5695,4.14,6,34.77,48.51,15,18
5697,44.38,29,51.71,46.13,15,18
5698,103.27,30,31.56,58.81,15,18
5700,2.18,7,34.6,64.48,15,19
5699,2.81,11,33.5,50.42,15,19
5699,55.1,21,30.59,42.35,15,19
5700,46.61,20,34.24,16.62,15,19
5702,96.43,26,30.11,65.17,15,19
5702,64.28,29,45.36,59.51,15,19
5706,100.54,35,23.61,60.78,15,19
5704,46.01,17,26.58,49.03,15,19
5706,0.92,1,54.36,67.52,15,19
5706,1.48,10,28.86,59.32,15,19
5708,3.1,2,27.85,43.47,15,19
5711,109.71,35,23.73,45.72,15,19
5710,0.21,3,26.18,65.55,15,19
5712,109.71,35,30.98,50.9,15,19
5713,86.24,26,21.76,65.93,15,19
5715,1.9,4,27.76,47.24,15,19
5716,2.66,1,28.58,56.72,15,19
5714,2.04,3,33.25,67.69,15,19
5715,61.37,33,6.59,64.16,15,19
5719,51.16,16,32.23,59.58,15,19
5719,62.44,26,26.72,19.14,15,19
5720,44.45,29,6.71,89.79,15,19
5719,3.28,8,24.37,66.48,15,19
5722,76.03,29,28.27,64.12,15,19
5724,3.43,2,24.76,47.72,15,19
5723,49.82,17,28.54,89.72,15,19
5725,71.52,30,46.17,40.9,15,19
5724,117.19,28,26.84,44.92,15,19
5726,63.61,19,21.69,43.77,15,19
5726,35.6,20,7.78,88.44,15,19
5727,28.81,19,8.65,19.05,15,19
5731,92.58,32,28.55,54.13,15,19
5730,74.76,20,21.69,54.6,15,19
5731,41.3,12,28.78,42.25,15,19
5733,80.82,20,33.12,40.95,15,19
5732,4.23,4,8.06,90.21,15,19
5733,128.97,35,34.75,63.59,15,19
5736,48.95,27,8.6,44.63,15,19
5735,65.44,16,21.28,47.64,15,19
5739,92.4,29,32.57,52.68,15,19
5739,4.07,3,30.63,42.4,15,19
5739,98.93,33,24.18,51.58,15,19
5740,3.31,8,28.02,50.05,15,19
5742,51.14,23,25.53,17.22,15,19
5741,87.56,23,23.3,53.81,15,19
5742,44.0,17,22.71,60.22,15,19
5744,0.54,1,31.04,65.2,15,19
5747,0.97,9,20.94,51.08,15,19
5745,4.95,1,29.24,51.81,15,19
5747,44.91,20,55.02,68.77,15,19
5750,41.19,12,30.0,55.55,15,19
5748,106.89,30,23.16,62.1,15,19
5749,0.31,1,33.86,49.46,15,19
5751,93.17,28,21.78,53.87,15,19
5752,3.29,8,20.13,41.64,15,19
5754,68.78,31,9.21,67.05,15,19
5755,3.78,7,33.56,62.47,15,19
5754,33.47,13,25.59,63.64,15,19
5756,98.27,33,20.74,48.61,15,19
5756,47.59,19,24.72,63.77,15,19
5758,118.58,33,32.97,60.56,15,20
5758,1.03,5,24.73,65.04,15,20
5762,59.23,15,31.58,57.04,15,20
5760,64.73,31,9.72,61.3,15,20
5763,0.18,5,23.18,16.43,15,20
5763,53.4,13,26.22,59.95,15,20
5766,74.22,23,30.72,65.72,15,20
5766,89.94,34,20.18,50.77,15,20
5766,74.72,32,58.45560000000002,68.22,15,20
5767,1.81,7,32.25,57.44,15,20
5770,56.68,20,29.57,45.53,15,20
5769,87.88,21,29.32,66.26,15,20
5772,1.14,5,31.68,56.43,15,20
5770,38.37,12,26.21,44.21,15,20
5774,132.77120000000002,35,30.46,51.77,15,20
5775,2.44,6,8.51,69.86,15,20
5773,73.3,27,22.37,61.03,15,20
5774,3.33,10,22.01,56.11,15,20
5778,1.64,5,45.6,45.99,15,20
5777,3.24,1,31.67,46.94,15,20
5780,50.71,18,24.63,60.93,15,20
5780,34.52,22,9.76,62.23,15,20
5782,39.8,16,9.58,55.22,15,20
5782,2.54,1,32.08,50.37,15,20
5784,100.98,31,23.64,42.44,15,20
5785,64.96,25,27.72,41.95,15,20
5784,132.77120000000002,33,33.81,54.84,15,20
5786,4.85,4,27.55,64.77,15,20
5786,57.48,14,27.4,54.69,15,20
5786,71.5,27,26.83,61.79,15,20
5790,98.14,28,34.07,51.01,15,20
5788,44.41,14,33.9,44.33,15,20
5792,55.92,16,21.4,42.22,15,20
5790,89.52,30,25.35,51.69,15,20
5792,38.73,23,7.57,66.12,15,20
5792,2.11,10,22.28,41.12,15,20
5794,3.54,1,29.72,42.19,15,20
5797,25.09,12,55.91,42.35,15,20
5795,53.4,22,58.45560000000002,69.53,15,20
5798,43.39,13,21.62,52.48,15,20
5797,2.76,11,32.12,87.18,15,20
5799,99.6,30,33.67,52.37,15,20
5801,4.8,5,30.89,41.8,15,20
5800,32.34,19,6.06,58.39,15,20
5802,37.54,20,50.98,61.45,15,20
5802,79.75,21,27.26,47.88,15,20
5804,1.17,2,28.59,12.93,15,20
5806,33.79,14,6.97,47.17,15,20
5806,1.19,9,26.58,49.62,15,20
5806,0.47,4,29.57,46.49,15,20
5807,79.89,20,20.08,63.15,15,20
5811,49.71,15,29.15,68.04,15,20
5812,46.98,18,28.55,58.06,15,20
5810,74.01,27,34.07,19.41,15,20
5813,23.72,13,9.64,43.71,15,20
5814,74.96,28,30.01,46.69,15,20
5816,2.26,10,7.22,53.46,15,20
5816,111.12,28,30.07,59.02,15,20
5816,2.47,9,31.75,45.95,15,20
5817,2.88,8,30.97,14.46,15,20
5817,95.85,33,21.31,86.97,15,21
5821,77.21,29,27.14,18.98,15,21
5819,30.48,20,55.06,43.26,15,21
5823,4.36,6,32.82,59.91,15,21
5823,81.84,27,28.49,51.92,15,21
5825,67.14,26,29.84,69.18,15,21
5823,88.75,23,22.08,60.68,15,21
5824,44.98,12,31.88,68.27,15,21
5826,73.37,18,27.13,85.32,15,21
5828,109.51,31,33.23,48.13,15,21
5827,96.63,26,23.93,57.49,15,21
5830,26.89,12,5.53,50.14,15,21
5832,1.12,8,30.29,68.69,15,21
5833,2.69,9,58.39,51.31,15,21
5833,2.01,6,32.19,51.32,15,21
5835,85.33,34,27.09,58.43,15,21
5833,57.87,20,34.93,48.8,15,21
5834,47.17,31,5.53,40.95,15,21
5836,132.77120000000002,34,27.91,41.78,15,21
5838,69.53,32,7.48,57.41,15,21
5840,3.73,8,34.24,85.97,15,21
5838,0.55,7,31.16,63.13,15,21
5839,38.84,12,28.17,46.77,15,21
5842,30.99,16,46.97,66.56,15,21
5841,65.01,24,20.78,91.48,15,21
5844,97.61,31,24.04,55.35,15,21
5843,75.43,19,27.59,61.27,15,21
5845,0.57,2,51.79,68.73,15,21
5846,108.74,26,24.73,46.72,15,21
5847,23.61,13,22.24,19.57,15,21
5850,132.77120000000002,35,32.46,47.12,15,21
5850,35.86,22,6.26,87.58,15,21
5849,2.85,4,26.96,57.51,15,21
5853,90.68,22,21.45,47.2,15,21
5852,2.96,2,56.11,57.7,15,21
5853,50.94,33,9.88,15.79,15,21
5856,115.47,28,21.01,48.97,15,21
5854,41.08,14,22.48,92.39,15,21
5858,1.02,6,23.21,54.07,15,21
5858,32.6,12,28.85,93.28,15,21
5858,100.29,27,30.98,68.37,15,21
5860,40.46,19,46.95,50.38,15,21
5862,103.38,27,30.87,60.72,15,21
5860,0.18,3,32.1,59.88,15,21
5861,52.68,18,25.5,54.42,15,21
5862,113.25,35,33.57,41.9,15,21
5866,4.37,11,30.33,51.66,15,21
5866,29.5,13,56.29,56.75,15,21
5865,2.22,11,31.82,40.17,15,21
5868,2.5,6,22.92,93.71,15,21
5868,66.09,19,33.97,61.34,15,21
5868,96.04,33,33.96,68.8,15,21
5872,96.28,30,34.23,61.62,15,21
5873,47.73,29,6.15,60.67,15,21
5872,0.29,2,20.62,17.55,15,21
5873,62.87,19,24.44,42.49,15,21
5873,128.38,35,26.69,59.62,15,21
5877,41.27,31,49.57,90.21,15,21
5875,4.39,11,29.92,66.16,15,21
5878,30.09,12,23.99,43.69,15,21
5878,77.67,29,25.3,40.84,15,22
5879,74.83,23,29.35,49.58,15,22
5880,32.87,12,27.5,41.59,15,22
5882,79.03,19,28.44,86.66,15,22
5882,3.01,8,33.62,94.03,15,22
5882,4.95,5,27.06,40.72,15,22
5885,1.99,1,24.12,66.5,15,22
5887,40.13,22,34.78,14.37,15,22
5885,73.59,23,30.96,57.26,15,22
5886,57.33,30,54.95,69.25,15,22
5889,4.86,3,7.63,18.48,15,22
5889,40.74,13,28.96,88.87,15,22
5890,3.41,9,27.33,11.14,15,22
5891,22.58,14,48.89,92.28,15,22
5893,24.13,13,55.94,53.61,15,22
5892,59.36,15,25.21,48.3,15,22
5896,2.53,5,26.21,51.09,15,22
5895,83.71,27,23.52,44.42,15,22
5895,2.66,11,9.24,68.1,15,22
5899,0.93,7,21.54,50.95,15,22
5899,3.78,3,25.17,56.69,15,22
5898,1.19,5,45.88,89.82,15,22
5899,65.13,23,24.7,48.31,15,22
5901,70.73,32,52.37,48.75,15,22
5904,2.04,3,33.13,49.13,15,22
5902,73.56,21,34.78,49.14,15,22
5903,116.68,34,32.19,46.74,15,22
5907,4.2,1,55.23,66.53,15,22
5908,2.81,11,24.79,89.32,15,22
5907,4.44,11,7.61,52.81,15,22
5909,56.47,22,29.06,54.05,15,22
5908,43.42,12,21.08,64.41,15,22
5912,41.87,15,22.03,48.44,15,22
5913,113.0,27,26.78,87.05,15,22
5913,4.85,8,34.18,59.37,15,22
5915,57.46,19,24.04,60.23,15,22
5916,33.07,20,8.12,52.45,15,22
5914,4.24,3,7.22,18.95,15,22
5918,127.81,35,23.51,53.86,15,22
5917,3.22,4,28.77,41.83,15,22
5920,0.88,7,8.72,43.34,15,22
5921,69.28,24,34.0,50.84,15,22
5922,88.21,28,30.89,43.56,15,22
5922,22.26,20,46.29,18.97,15,22
5923,38.07,14,30.12,40.68,15,22
5924,43.62,13,30.71,45.89,15,22
5924,132.77120000000002,35,20.87,47.49,15,22
5924,3.91,8,8.56,55.49,15,22
5926,1.78,5,29.97,61.01,15,22
5927,31.08,13,29.56,15.05,15,22
5927,58.89,23,33.93,94.03,15,22
5930,1.83,9,6.29,11.14,15,22
5931,28.88,14,22.61,91.0,15,22
5931,46.47,15,26.98,57.99,15,22
5934,2.76,4,27.48,40.19,15,22
5935,131.22,34,24.97,40.29,15,22
5934,56.86,20,20.61,14.8,15,22
5937,4.65,11,26.49,42.9,15,22
5936,4.96,8,33.89,53.2,15,22
5938,3.26,3,5.81,52.8,15,22
5938,2.44,5,28.41,41.33,15,23
5940,4.93,6,26.65,51.23,15,23
5941,0.98,1,50.42,52.67,15,23
5942,49.08,19,31.72,51.33,15,23
5941,26.85,12,45.02,52.07,15,23
5942,97.03,25,34.0,65.89,15,23
5943,104.11,31,22.51,58.94,15,23
5945,41.36,17,34.64,13.51,15,23
5945,51.84,17,22.27,67.96,15,23
5948,4.51,7,46.9,59.55,15,23
5950,63.69,32,9.39,69.11,15,23
5950,54.42,15,21.65,45.24,15,23
5951,3.17,11,23.68,68.55,15,23
5950,40.67,14,23.33,86.38,15,23
5953,2.34,4,34.59,54.9,15,23
5955,1.6,5,33.43,61.92,15,23
5954,132.38,34,33.24,52.93,15,23
5956,2.71,10,51.82,48.39,15,23
5958,69.29,27,25.44,42.51,15,23
5959,25.61,17,9.87,60.82,15,23
5960,82.74,32,31.15,94.03,15,23
5959,68.99,17,32.77,64.32,15,23
5962,113.81,31,25.39,47.5,15,23
5963,58.98,33,30.38,94.03,15,23
5962,2.71,5,31.16,41.59,15,23
5964,104.92,28,29.41,56.87,15,23
5965,1.55,11,30.8,56.87,15,23
5967,36.9,16,26.99,92.79,15,23
5966,0.91,4,31.31,59.78,15,23
5969,66.63,28,34.49,14.24,15,23
5970,112.94,28,21.56,66.44,15,23
5970,21.1,14,48.95,61.05,15,23
5971,98.56,28,24.08,53.71,15,23
5972,40.81,16,23.59,19.46,15,23
5972,55.27,28,24.66,93.52,15,23
5972,90.0,26,24.08,53.29,15,23
5974,64.06,16,23.06,54.82,15,23
5977,0.57,2,31.57,63.32,15,23
5978,0.98,1,7.49,45.43,15,23
5977,68.76,17,31.24,87.35,15,23
5980,111.95,33,23.55,48.22,15,23
5981,3.09,5,31.0,19.06,15,23
5981,68.75,18,25.42,52.14,15,23
5982,3.59,1,26.6,57.99,15,23
5981,2.51,6,23.48,61.92,15,23
5982,1.88,3,28.54,93.78,15,23
5983,94.27,34,34.63,54.76,15,23
5986,34.84,15,58.45560000000002,40.74,15,23
5988,89.73,28,27.25,69.62,15,23
5986,29.38,17,47.96,53.04,15,23
5989,3.55,9,58.45560000000002,62.81,15,23
5991,74.24,32,6.17,66.42,15,23
5989,4.01,10,23.01,56.44,15,23
5990,31.96,18,27.77,14.76,15,23
5994,90.99,30,31.79,40.35,15,23
5995,94.6,33,29.49,43.28,15,23
5994,1.2,10,29.61,17.15,15,23
5996,3.51,3,34.94,68.04,15,23
5998,53.25,14,34.15,66.11,15,23
5996,2.81,5,30.81,62.85,15,23
5997,24.2,16,58.45560000000002,54.16,15,24
5998,2.4,7,56.75,64.23,15,24
6001,0.2,5,31.2,52.69,15,24
6002,29.7,16,28.62,11.14,15,24
6002,1.37,7,32.6,58.48,15,24
6004,1.74,5,32.41,54.06,15,24
6006,2.94,4,9.28,52.77,15,24
6005,4.8,11,25.32,63.83,15,24
6005,64.29,27,9.49,51.35,15,24
6008,0.66,4,31.8,59.29,15,24
6008,43.06,17,32.38,62.78,15,24
6009,1.45,8,34.57,47.11,15,24
6010,20.31,12,5.72,12.79,15,24
6013,61.37,22,25.13,65.79,15,24
6012,120.76,29,28.23,43.13,15,24
6012,1.83,2,22.63,92.74,15,24
6013,62.07,20,29.86,45.11,15,24
6016,132.77120000000002,33,20.58,69.82,15,24
6015,39.16,30,8.97,12.24,15,24
6018,90.13,23,29.8,65.81,15,24
6017,26.47,12,30.83,17.88,15,24
6018,52.94,27,27.57,19.65,15,24
6022,71.71,25,29.33,45.4,15,24
6023,1.83,9,26.55,52.14,15,24
6021,3.23,10,23.76,65.14,15,24
6024,58.58,25,55.6,63.31,15,24
6024,114.29,34,24.76,46.11,15,24
6027,2.08,4,33.96,43.96,15,24
6025,3.01,8,20.52,43.97,15,24
6029,81.75,26,29.73,42.87,15,24
6029,107.06,35,21.63,59.75,15,24
6028,89.38,29,26.57,67.97,15,24
6029,3.95,4,51.07,92.35,15,24
6033,2.84,4,21.2,66.51,15,24
6032,42.33,12,25.7,62.21,15,24
6032,104.82,26,26.54,52.11,15,24
6035,120.0,32,34.6,58.88,15,24
6037,62.74,23,33.52,18.93,15,24
6035,119.95,31,29.79,67.18,15,24
6038,2.15,8,22.51,46.8,15,24
6038,97.57,31,34.06,60.02,15,24
6041,46.48,12,29.17,65.77,15,24
6042,1.25,6,20.68,51.47,15,24
6043,71.04,18,31.22,48.67,15,24
6041,50.77,18,25.02,46.62,15,24
6043,2.77,2,22.41,89.13,15,24
6044,66.22,23,28.42,58.61,15,24
6044,86.36,29,33.02,46.79,15,24
6045,124.15,34,25.25,68.2,15,24
6049,64.47,17,25.2,62.84,15,24
6049,87.94,32,27.13,93.14,15,24
6049,99.32,33,34.45,67.93,15,24
6051,119.07,30,27.24,43.45,15,24
6051,65.6,17,29.93,63.75,15,24
6052,43.56,21,6.44,57.63,15,24
6054,36.38,18,52.56,65.84,15,24
6055,27.91,15,20.21,17.43,15,24
6054,70.58,20,26.93,86.21,15,24
6056,1.06,9,25.83,40.91,15,24
6056,72.75,19,22.53,55.77,15,24
6058,61.35,24,26.34,58.25,15,25
6058,112.95,32,24.57,67.59,15,25
6062,52.45,18,20.98,57.24,15,25
6060,88.57,26,25.82,42.2,15,25
6063,66.97,28,56.25,48.74,15,25
6064,57.77,17,32.67,56.86,15,25
6063,4.41,11,26.26,69.07,15,25
6064,84.06,30,21.84,47.52,15,25
6066,104.1,34,21.67,46.84,15,25
6066,127.33,33,21.72,45.19,15,25
6067,91.42,22,29.27,68.29,15,25
6068,118.77,30,29.53,54.16,15,25
6070,1.0,11,45.73,52.76,15,25
6071,41.44,20,47.23,55.12,15,25
6071,94.93,33,30.39,11.14,15,25
6074,75.91,22,24.58,53.62,15,25
6073,110.53,27,27.03,85.31,15,25
6075,112.38,33,27.56,61.55,15,25
6078,111.54,32,22.93,43.7,15,25
6076,80.81,26,31.69,53.08,15,25
6078,77.34,27,23.22,65.69,15,25
6079,4.11,2,27.89,46.04,15,25
6082,51.48,27,23.55,14.04,15,25
6083,1.55,9,20.68,41.85,15,25
6082,0.46,10,22.1,41.65,15,25
6085,48.25,12,23.96,48.11,15,25
6084,1.28,10,26.3,63.21,15,25
6086,81.6,22,26.11,63.62,15,25
6087,1.49,6,25.34,43.48,15,25
6087,73.03,26,29.71,17.19,15,25
6088,4.81,11,25.82,69.16,15,25
6091,4.38,2,26.59,11.77,15,25
6091,83.67,22,26.22,52.14,15,25
6090,3.49,11,20.93,66.29,15,25
6094,104.93,33,28.33,44.63,15,25
6093,3.0,8,28.63,54.6,15,25
6095,117.12,35,34.49,47.89,15,25
6094,64.77,16,30.67,46.9,15,25
6098,0.18,6,24.96,17.5,15,25
6096,42.82,17,26.4,55.61,15,25
6100,75.07,22,26.79,46.36,15,25
6099,68.33,34,21.58,17.14,15,25
6102,0.18,9,26.93,88.46,15,25
6101,2.78,2,26.07,40.91,15,25
6103,53.37,25,31.97,18.12,15,25
6105,39.1,18,20.87,92.18,15,25
6104,70.62,19,27.8,42.96,15,25
6106,0.82,7,24.36,68.72,15,25
6105,68.03,17,28.44,44.6,15,25
6109,121.19,34,22.5,62.85,15,25
6108,43.32,14,26.87,65.46,15,25
6110,45.64,15,32.74,44.6,15,25
6110,0.18,4,21.93,60.29,15,25
6112,31.08,13,53.13,64.54,15,25
6111,3.46,2,31.22,59.02,15,25
6115,48.52,17,25.32,52.01,15,25
6113,94.73,28,20.04,68.82,15,25
6115,114.35,32,29.11,40.44,15,25
6116,49.63,18,24.35,46.81,15,25
6116,2.59,9,6.8,18.58,15,25
6120,77.05,23,34.49,45.56,15,26
6118,132.77120000000002,35,29.35,69.29,15,26
6121,84.66,21,24.3,46.17,15,26
6121,69.98,18,33.62,55.94,15,26
6122,125.47,34,24.93,59.04,15,26
6122,1.86,4,32.57,49.2,15,26
6123,54.6,18,34.43,47.01,15,26
6127,31.63,18,34.88,12.37,15,26
6126,95.64,27,34.37,86.24,15,26
6129,1.15,4,31.34,56.37,15,26
6127,0.48,5,27.37,57.65,15,26
6128,32.91,14,53.28,85.76,15,26
6130,3.79,4,30.14,47.26,15,26
6132,80.62,21,30.22,69.77,15,26
6134,0.18,6,27.41,65.27,15,26
6133,61.72,35,28.69,14.62,15,26
6133,40.98,15,30.44,50.04,15,26
6136,60.06,16,22.47,50.44,15,26
6136,22.16,15,48.05,11.96,15,26
6138,1.15,1,24.41,56.23,15,26
6140,53.8,14,26.96,85.09,15,26
6140,2.39,9,32.59,50.47,15,26
6139,3.6,9,22.77,89.45,15,26
6143,74.42,25,33.93,87.57,15,26
6143,67.46,19,30.03,44.45,15,26
6142,132.77120000000002,35,27.5,64.15,15,26
6145,4.56,2,30.87,14.97,15,26
6147,0.19,9,22.96,46.02,15,26
6148,1.26,11,21.72,60.02,15,26
6148,50.14,22,6.59,64.05,15,26
6148,0.73,10,31.73,40.78,15,26
6150,105.93,28,22.58,65.2,15,26
6152,118.07,34,28.66,47.17,15,26
6153,54.58,15,28.5,57.48,15,26
6151,3.77,11,29.86,44.3,15,26
6155,2.15,10,30.92,61.04,15,26
6156,2.59,8,7.73,85.29,15,26
6156,82.38,32,21.73,65.93,15,26
6157,73.82,24,30.63,44.08,15,26
6157,38.14,13,27.52,11.14,15,26
6157,4.24,7,20.76,42.14,15,26
6161,65.16,25,25.68,68.87,15,26
6161,131.29,35,31.46,44.0,15,26
6163,83.39,23,33.3,68.72,15,26
6161,4.1,3,27.34,56.42,15,26
6164,76.26,25,29.95,55.06,15,26
6163,84.67,24,23.33,59.18,15,26
6164,0.21,6,23.71,15.74,15,26
6166,78.81,27,29.4,59.73,15,26
6169,77.69,32,26.55,19.2,15,26
6170,50.33,21,57.0,47.7,15,26
6169,96.37,29,28.52,51.67,15,26
6171,49.57,16,27.44,60.9,15,26
6170,1.99,6,32.51,54.02,15,26
6172,4.23,2,24.91,92.39,15,26
6175,45.18,16,28.25,44.75,15,26
6175,35.32,17,6.9,40.16,15,26
6176,26.45,13,9.9,46.93,15,26
