pressure,temperature_C,humidity_percent,voltage_mV
22,50.66,61.58,45.85
17,23.47,69.14,56.81
5,23.57,51.43,2.77
15,32.48,65.96,45.86
21,28.63,60.84,76.44
3,6.02,53.13,3.39
23,9.33,63.45,36.92
21,58.45560000000002,42.84,36.61
2,56.68,57.05,0.68
5,27.0,15.98,0.22
27,28.1,51.88,97.98
5,29.25,54.5,4.97
17,30.66,51.3,46.22
5,30.62,18.95,3.83
22,29.3,65.59,61.88
17,9.83,14.95,25.1
30,49.88,42.49,64.47
12,26.0,89.09,45.99
2,28.73,54.48,4.46
12,25.81,62.71,45.52
32,20.28,93.91,70.43
3,7.59,57.41,2.07
23,22.94,64.07,69.96
18,25.75,41.65,69.14
8,21.32,67.31,1.49
10,25.85,67.08,4.8
23,7.52,42.4,45.74
6,34.22,69.21,0.8
14,30.26,89.77,45.53
11,33.42,41.86,1.3
17,34.16,62.06,62.93
27,29.29,65.44,106.08
14,57.33,61.42,26.57
34,48.33,65.73,57.47
5,23.65,61.94,0.59
2,31.8,94.03,4.72
35,29.57,92.47,69.24
5,30.14,44.29,4.23
28,47.32,42.12,55.58
7,8.28,55.71,0.25
26,31.75,53.88,101.11
6,26.57,11.14,2.7
28,29.22,65.47,84.36
23,7.86,48.26,47.65
24,25.51,66.39,99.93
6,34.77,48.51,4.14
29,51.71,46.13,44.38
30,31.56,58.81,103.27
7,34.6,64.48,2.18
11,33.5,50.42,2.81
21,30.59,42.35,55.1
20,34.24,16.62,46.61
26,30.11,65.17,96.43
29,45.36,59.51,64.28
35,23.61,60.78,100.54
17,26.58,49.03,46.01
1,54.36,67.52,0.92
10,28.86,59.32,1.48
2,27.85,43.47,3.1
35,23.73,45.72,109.71
3,26.18,65.55,0.21
35,30.98,50.9,109.71
26,21.76,65.93,86.24
4,27.76,47.24,1.9
1,28.58,56.72,2.66
3,33.25,67.69,2.04
33,6.59,64.16,61.37
16,32.23,59.58,51.16
26,26.72,19.14,62.44
29,6.71,89.79,44.45
8,24.37,66.48,3.28
29,28.27,64.12,76.03
2,24.76,47.72,3.43
17,28.54,89.72,49.82
30,46.17,40.9,71.52
28,26.84,44.92,117.19
19,21.69,43.77,63.61
20,7.78,88.44,35.6
19,8.65,19.05,28.81
32,28.55,54.13,92.58
20,21.69,54.6,74.76
12,28.78,42.25,41.3
20,33.12,40.95,80.82
4,8.06,90.21,4.23
35,34.75,63.59,128.97
27,8.6,44.63,48.95
16,21.28,47.64,65.44
29,32.57,52.68,92.4
3,30.63,42.4,4.07
33,24.18,51.58,98.93
8,28.02,50.05,3.31
23,25.53,17.22,51.14
23,23.3,53.81,87.56
17,22.71,60.22,44.0
1,31.04,65.2,0.54
9,20.94,51.08,0.97
1,29.24,51.81,4.95
20,55.02,68.77,44.91
12,30.0,55.55,41.19
30,23.16,62.1,106.89
1,33.86,49.46,0.31
28,21.78,53.87,93.17
8,20.13,41.64,3.29
31,9.21,67.05,68.78
7,33.56,62.47,3.78
13,25.59,63.64,33.47
33,20.74,48.61,98.27
19,24.72,63.77,47.59
33,32.97,60.56,118.58
5,24.73,65.04,1.03
15,31.58,57.04,59.23
31,9.72,61.3,64.73
5,23.18,16.43,0.18
13,26.22,59.95,53.4
23,30.72,65.72,74.22
34,20.18,50.77,89.94
32,58.45560000000002,68.22,74.72
7,32.25,57.44,1.81
20,29.57,45.53,56.68
21,29.32,66.26,87.88
5,31.68,56.43,1.14
12,26.21,44.21,38.37
35,30.46,51.77,132.77120000000002
6,8.51,69.86,2.44
27,22.37,61.03,73.3
10,22.01,56.11,3.33
5,45.6,45.99,1.64
1,31.67,46.94,3.24
18,24.63,60.93,50.71
22,9.76,62.23,34.52
16,9.58,55.22,39.8
1,32.08,50.37,2.54
31,23.64,42.44,100.98
25,27.72,41.95,64.96
33,33.81,54.84,132.77120000000002
4,27.55,64.77,4.85
14,27.4,54.69,57.48
27,26.83,61.79,71.5
28,34.07,51.01,98.14
14,33.9,44.33,44.41
16,21.4,42.22,55.92
30,25.35,51.69,89.52
23,7.57,66.12,38.73
10,22.28,41.12,2.11
1,29.72,42.19,3.54
12,55.91,42.35,25.09
22,58.45560000000002,69.53,53.4
13,21.62,52.48,43.39
11,32.12,87.18,2.76
30,33.67,52.37,99.6
5,30.89,41.8,4.8
19,6.06,58.39,32.34
20,50.98,61.45,37.54
21,27.26,47.88,79.75
2,28.59,12.93,1.17
14,6.97,47.17,33.79
9,26.58,49.62,1.19
4,29.57,46.49,0.47
20,20.08,63.15,79.89
15,29.15,68.04,49.71
18,28.55,58.06,46.98
27,34.07,19.41,74.01
13,9.64,43.71,23.72
28,30.01,46.69,74.96
10,7.22,53.46,2.26
28,30.07,59.02,111.12
9,31.75,45.95,2.47
8,30.97,14.46,2.88
33,21.31,86.97,95.85
29,27.14,18.98,77.21
20,55.06,43.26,30.48
6,32.82,59.91,4.36
27,28.49,51.92,81.84
26,29.84,69.18,67.14
23,22.08,60.68,88.75
12,31.88,68.27,44.98
18,27.13,85.32,73.37
31,33.23,48.13,109.51
26,23.93,57.49,96.63
12,5.53,50.14,26.89
8,30.29,68.69,1.12
9,58.39,51.31,2.69
6,32.19,51.32,2.01
34,27.09,58.43,85.33
20,34.93,48.8,57.87
31,5.53,40.95,47.17
34,27.91,41.78,132.77120000000002
32,7.48,57.41,69.53
8,34.24,85.97,3.73
7,31.16,63.13,0.55
12,28.17,46.77,38.84
16,46.97,66.56,30.99
24,20.78,91.48,65.01
31,24.04,55.35,97.61
19,27.59,61.27,75.43
2,51.79,68.73,0.57
26,24.73,46.72,108.74
13,22.24,19.57,23.61
35,32.46,47.12,132.77120000000002
22,6.26,87.58,35.86
4,26.96,57.51,2.85
22,21.45,47.2,90.68
2,56.11,57.7,2.96
33,9.88,15.79,50.94
28,21.01,48.97,115.47
14,22.48,92.39,41.08
6,23.21,54.07,1.02
12,28.85,93.28,32.6
27,30.98,68.37,100.29
19,46.95,50.38,40.46
27,30.87,60.72,103.38
3,32.1,59.88,0.18
18,25.5,54.42,52.68
35,33.57,41.9,113.25
11,30.33,51.66,4.37
13,56.29,56.75,29.5
11,31.82,40.17,2.22
6,22.92,93.71,2.5
19,33.97,61.34,66.09
33,33.96,68.8,96.04
30,34.23,61.62,96.28
29,6.15,60.67,47.73
2,20.62,17.55,0.29
19,24.44,42.49,62.87
35,26.69,59.62,128.38
31,49.57,90.21,41.27
11,29.92,66.16,4.39
12,23.99,43.69,30.09
29,25.3,40.84,77.67
23,29.35,49.58,74.83
12,27.5,41.59,32.87
19,28.44,86.66,79.03
8,33.62,94.03,3.01
5,27.06,40.72,4.95
1,24.12,66.5,1.99
22,34.78,14.37,40.13
23,30.96,57.26,73.59
30,54.95,69.25,57.33
3,7.63,18.48,4.86
13,28.96,88.87,40.74
9,27.33,11.14,3.41
14,48.89,92.28,22.58
13,55.94,53.61,24.13
15,25.21,48.3,59.36
5,26.21,51.09,2.53
27,23.52,44.42,83.71
11,9.24,68.1,2.66
7,21.54,50.95,0.93
3,25.17,56.69,3.78
5,45.88,89.82,1.19
23,24.7,48.31,65.13
32,52.37,48.75,70.73
3,33.13,49.13,2.04
21,34.78,49.14,73.56
34,32.19,46.74,116.68
1,55.23,66.53,4.2
11,24.79,89.32,2.81
11,7.61,52.81,4.44
22,29.06,54.05,56.47
12,21.08,64.41,43.42
15,22.03,48.44,41.87
27,26.78,87.05,113.0
8,34.18,59.37,4.85
19,24.04,60.23,57.46
20,8.12,52.45,33.07
3,7.22,18.95,4.24
35,23.51,53.86,127.81
4,28.77,41.83,3.22
7,8.72,43.34,0.88
24,34.0,50.84,69.28
28,30.89,43.56,88.21
20,46.29,18.97,22.26
14,30.12,40.68,38.07
13,30.71,45.89,43.62
35,20.87,47.49,132.77120000000002
8,8.56,55.49,3.91
5,29.97,61.01,1.78
13,29.56,15.05,31.08
23,33.93,94.03,58.89
9,6.29,11.14,1.83
14,22.61,91.0,28.88
15,26.98,57.99,46.47
4,27.48,40.19,2.76
34,24.97,40.29,131.22
20,20.61,14.8,56.86
11,26.49,42.9,4.65
8,33.89,53.2,4.96
3,5.81,52.8,3.26
5,28.41,41.33,2.44
6,26.65,51.23,4.93
1,50.42,52.67,0.98
19,31.72,51.33,49.08
12,45.02,52.07,26.85
25,34.0,65.89,97.03
31,22.51,58.94,104.11
17,34.64,13.51,41.36
17,22.27,67.96,51.84
7,46.9,59.55,4.51
32,9.39,69.11,63.69
15,21.65,45.24,54.42
11,23.68,68.55,3.17
14,23.33,86.38,40.67
4,34.59,54.9,2.34
5,33.43,61.92,1.6
34,33.24,52.93,132.38
10,51.82,48.39,2.71
27,25.44,42.51,69.29
17,9.87,60.82,25.61
32,31.15,94.03,82.74
17,32.77,64.32,68.99
31,25.39,47.5,113.81
33,30.38,94.03,58.98
5,31.16,41.59,2.71
28,29.41,56.87,104.92
11,30.8,56.87,1.55
16,26.99,92.79,36.9
4,31.31,59.78,0.91
28,34.49,14.24,66.63
28,21.56,66.44,112.94
14,48.95,61.05,21.1
28,24.08,53.71,98.56
16,23.59,19.46,40.81
28,24.66,93.52,55.27
26,24.08,53.29,90.0
16,23.06,54.82,64.06
2,31.57,63.32,0.57
1,7.49,45.43,0.98
17,31.24,87.35,68.76
33,23.55,48.22,111.95
5,31.0,19.06,3.09
18,25.42,52.14,68.75
1,26.6,57.99,3.59
6,23.48,61.92,2.51
3,28.54,93.78,1.88
34,34.63,54.76,94.27
15,58.45560000000002,40.74,34.84
28,27.25,69.62,89.73
17,47.96,53.04,29.38
9,58.45560000000002,62.81,3.55
32,6.17,66.42,74.24
10,23.01,56.44,4.01
18,27.77,14.76,31.96
30,31.79,40.35,90.99
33,29.49,43.28,94.6
10,29.61,17.15,1.2
3,34.94,68.04,3.51
14,34.15,66.11,53.25
5,30.81,62.85,2.81
16,58.45560000000002,54.16,24.2
7,56.75,64.23,2.4
5,31.2,52.69,0.2
16,28.62,11.14,29.7
7,32.6,58.48,1.37
5,32.41,54.06,1.74
4,9.28,52.77,2.94
11,25.32,63.83,4.8
27,9.49,51.35,64.29
4,31.8,59.29,0.66
17,32.38,62.78,43.06
8,34.57,47.11,1.45
12,5.72,12.79,20.31
22,25.13,65.79,61.37
29,28.23,43.13,120.76
2,22.63,92.74,1.83
20,29.86,45.11,62.07
33,20.58,69.82,132.77120000000002
30,8.97,12.24,39.16
23,29.8,65.81,90.13
12,30.83,17.88,26.47
27,27.57,19.65,52.94
25,29.33,45.4,71.71
9,26.55,52.14,1.83
10,23.76,65.14,3.23
25,55.6,63.31,58.58
34,24.76,46.11,114.29
4,33.96,43.96,2.08
8,20.52,43.97,3.01
26,29.73,42.87,81.75
35,21.63,59.75,107.06
29,26.57,67.97,89.38
4,51.07,92.35,3.95
4,21.2,66.51,2.84
12,25.7,62.21,42.33
26,26.54,52.11,104.82
32,34.6,58.88,120.0
23,33.52,18.93,62.74
31,29.79,67.18,119.95
8,22.51,46.8,2.15
31,34.06,60.02,97.57
12,29.17,65.77,46.48
6,20.68,51.47,1.25
18,31.22,48.67,71.04
18,25.02,46.62,50.77
2,22.41,89.13,2.77
23,28.42,58.61,66.22
29,33.02,46.79,86.36
34,25.25,68.2,124.15
17,25.2,62.84,64.47
32,27.13,93.14,87.94
33,34.45,67.93,99.32
30,27.24,43.45,119.07
17,29.93,63.75,65.6
21,6.44,57.63,43.56
18,52.56,65.84,36.38
15,20.21,17.43,27.91
20,26.93,86.21,70.58
9,25.83,40.91,1.06
19,22.53,55.77,72.75
24,26.34,58.25,61.35
32,24.57,67.59,112.95
18,20.98,57.24,52.45
26,25.82,42.2,88.57
28,56.25,48.74,66.97
17,32.67,56.86,57.77
11,26.26,69.07,4.41
30,21.84,47.52,84.06
34,21.67,46.84,104.1
33,21.72,45.19,127.33
22,29.27,68.29,91.42
30,29.53,54.16,118.77
11,45.73,52.76,1.0
20,47.23,55.12,41.44
33,30.39,11.14,94.93
22,24.58,53.62,75.91
27,27.03,85.31,110.53
33,27.56,61.55,112.38
32,22.93,43.7,111.54
26,31.69,53.08,80.81
27,23.22,65.69,77.34
2,27.89,46.04,4.11
27,23.55,14.04,51.48
9,20.68,41.85,1.55
10,22.1,41.65,0.46
12,23.96,48.11,48.25
10,26.3,63.21,1.28
22,26.11,63.62,81.6
6,25.34,43.48,1.49
26,29.71,17.19,73.03
11,25.82,69.16,4.81
2,26.59,11.77,4.38
22,26.22,52.14,83.67
11,20.93,66.29,3.49
33,28.33,44.63,104.93
8,28.63,54.6,3.0
35,34.49,47.89,117.12
16,30.67,46.9,64.77
6,24.96,17.5,0.18
17,26.4,55.61,42.82
22,26.79,46.36,75.07
34,21.58,17.14,68.33
9,26.93,88.46,0.18
2,26.07,40.91,2.78
25,31.97,18.12,53.37
18,20.87,92.18,39.1
19,27.8,42.96,70.62
7,24.36,68.72,0.82
17,28.44,44.6,68.03
34,22.5,62.85,121.19
14,26.87,65.46,43.32
15,32.74,44.6,45.64
4,21.93,60.29,0.18
13,53.13,64.54,31.08
2,31.22,59.02,3.46
17,25.32,52.01,48.52
28,20.04,68.82,94.73
32,29.11,40.44,114.35
18,24.35,46.81,49.63
9,6.8,18.58,2.59
23,34.49,45.56,77.05
35,29.35,69.29,132.77120000000002
21,24.3,46.17,84.66
18,33.62,55.94,69.98
34,24.93,59.04,125.47
4,32.57,49.2,1.86
18,34.43,47.01,54.6
18,34.88,12.37,31.63
27,34.37,86.24,95.64
4,31.34,56.37,1.15
5,27.37,57.65,0.48
14,53.28,85.76,32.91
4,30.14,47.26,3.79
21,30.22,69.77,80.62
6,27.41,65.27,0.18
35,28.69,14.62,61.72
15,30.44,50.04,40.98
16,22.47,50.44,60.06
15,48.05,11.96,22.16
1,24.41,56.23,1.15
14,26.96,85.09,53.8
9,32.59,50.47,2.39
9,22.77,89.45,3.6
25,33.93,87.57,74.42
19,30.03,44.45,67.46
35,27.5,64.15,132.77120000000002
2,30.87,14.97,4.56
9,22.96,46.02,0.19
11,21.72,60.02,1.26
22,6.59,64.05,50.14
10,31.73,40.78,0.73
28,22.58,65.2,105.93
34,28.66,47.17,118.07
15,28.5,57.48,54.58
11,29.86,44.3,3.77
10,30.92,61.04,2.15
8,7.73,85.29,2.59
32,21.73,65.93,82.38
24,30.63,44.08,73.82
13,27.52,11.14,38.14
7,20.76,42.14,4.24
25,25.68,68.87,65.16
35,31.46,44.0,131.29
23,33.3,68.72,83.39
3,27.34,56.42,4.1
25,29.95,55.06,76.26
24,23.33,59.18,84.67
6,23.71,15.74,0.21
27,29.4,59.73,78.81
32,26.55,19.2,77.69
21,57.0,47.7,50.33
29,28.52,51.67,96.37
16,27.44,60.9,49.57
6,32.51,54.02,1.99
2,24.91,92.39,4.23
16,28.25,44.75,45.18
17,6.9,40.16,35.32
13,9.9,46.93,26.45
30,29.7,42.57,93.21
24,21.89,65.88,78.57
22,58.45560000000002,86.54,43.03
18,26.5,43.37,61.68
18,52.3,51.52,36.45
7,33.96,52.51,4.54
21,20.08,58.89,76.52
7,58.41,88.5,1.52
27,34.85,64.88,70.4
19,30.54,53.16,76.36
30,22.56,58.89,106.04
24,5.86,59.46,53.88
20,29.96,13.06,57.1
18,33.88,57.97,68.45
11,23.23,18.18,0.18
2,28.39,19.88,0.6
25,48.3,51.12,40.51
2,52.46,89.69,3.39
25,22.22,40.23,95.96
8,29.55,94.03,3.55
20,8.59,11.14,24.25
8,32.0,67.04,2.34
12,21.56,16.59,32.28
21,26.72,67.64,76.03
19,25.78,63.83,79.42
33,8.49,69.89,57.23
31,26.01,86.61,126.43
34,20.91,52.46,97.54
12,27.23,69.85,48.47
21,48.63,86.27,46.44
4,24.96,63.01,3.95
29,34.32,69.52,117.98
19,30.9,46.36,66.04
7,30.53,67.98,2.39
31,45.33,64.71,55.68
22,28.25,86.75,85.44
18,34.62,66.5,63.31
24,20.44,69.83,87.19
20,20.07,89.38,66.39
11,34.85,91.45,0.85
27,20.27,52.96,99.68
21,8.4,87.57,36.54
11,31.37,94.03,2.22
24,27.12,68.75,83.75
17,33.09,45.25,42.99
31,48.45,41.79,55.36
5,53.48,59.06,0.86
34,31.65,55.68,127.58
20,24.71,62.23,83.16
25,21.14,43.16,64.75
8,24.8,44.66,4.81
24,23.41,46.59,79.67
14,27.17,52.63,42.13
2,29.09,67.2,4.77
19,22.95,43.05,69.52
1,30.32,67.93,0.32
28,58.45560000000002,55.94,65.77
18,10.0,41.07,42.57
13,48.45,41.47,27.11
12,20.26,54.46,44.3
1,34.89,14.27,2.05
12,32.39,51.78,44.42
16,33.39,14.36,38.09
10,48.12,67.56,1.72
25,22.72,43.0,96.24
20,29.57,50.11,64.68
32,24.8,55.46,96.36
1,27.26,44.62,0.18
12,26.38,64.99,39.41
21,26.47,64.51,75.18
9,25.97,63.06,3.72
17,23.28,55.59,54.97
11,9.6,46.39,4.49
9,23.86,43.67,2.74
33,21.32,41.67,132.77120000000002
30,47.64,11.67,31.56
17,20.98,48.37,63.34
21,28.55,55.79,64.16
9,52.89,46.54,4.58
23,27.93,49.05,88.91
15,29.46,41.56,43.45
18,21.45,65.34,60.94
31,33.29,50.81,104.29
31,28.07,17.99,64.37
4,54.24,69.03,3.81
28,26.75,61.74,116.91
25,22.32,68.06,92.84
9,27.38,18.74,3.04
22,25.07,94.03,62.1
32,32.07,50.88,106.11
3,32.06,40.38,2.9
35,30.62,68.41,104.08
12,26.36,49.63,46.86
27,33.71,52.53,85.33
27,33.61,60.38,110.68
35,33.7,44.09,132.77120000000002
7,21.37,90.87,1.15
23,51.23,67.71,52.57
9,21.62,47.64,2.43
31,27.73,40.71,89.52
32,7.93,51.8,51.98
8,30.98,40.83,2.95
30,27.21,59.24,103.3
25,49.6,62.23,61.44
15,30.69,41.63,39.49
2,28.21,51.03,3.63
19,33.99,57.47,72.55
28,27.57,47.48,94.8
3,32.8,65.43,0.53
3,34.69,57.33,0.25
14,31.94,63.0,52.35
23,32.82,67.78,61.35
5,21.42,49.59,0.59
28,34.05,63.98,76.25
34,22.74,49.02,123.56
24,32.46,44.56,79.84
32,20.19,47.1,129.08
4,51.92,50.42,4.05
24,26.51,50.28,97.12
35,21.96,42.88,132.29
23,30.69,57.31,73.42
31,22.02,88.13,122.4
11,9.94,58.49,1.11
30,25.23,90.09,80.38
31,27.25,85.56,129.03
14,33.13,62.49,39.99
35,31.59,53.92,100.06
34,24.41,54.24,126.1
32,21.47,17.6,81.64
28,28.68,54.47,87.54
4,26.9,19.02,1.05
14,23.91,45.55,48.95
30,23.69,41.11,118.65
7,24.94,45.27,3.8
17,34.07,47.35,61.84
32,7.75,43.64,64.09
11,21.26,65.25,2.57
8,27.8,56.22,0.91
13,32.77,43.74,52.96
22,25.98,50.73,69.69
4,25.14,53.86,3.38
30,26.94,86.19,97.13
21,26.92,43.85,77.18
31,26.04,88.18,84.73
17,6.87,66.99,41.51
4,32.13,41.95,2.23
2,21.86,61.89,0.75
10,26.74,54.33,4.21
3,24.73,51.21,3.64
29,6.56,53.33,49.93
16,24.79,47.95,53.54
14,21.26,11.14,41.03
8,57.42,56.44,1.3
22,22.55,11.14,57.6
11,20.45,52.6,2.16
17,32.25,69.6,43.74
7,20.58,59.02,0.25
1,32.38,40.3,3.94
31,23.14,60.85,128.87
6,8.43,52.81,3.62
31,33.5,54.57,117.76
19,9.31,68.76,38.49
22,29.76,52.73,66.99
21,27.75,54.58,64.96
15,34.34,90.73,40.23
16,22.08,53.77,43.91
7,29.1,61.75,1.93
10,27.31,64.76,1.52
34,24.03,93.79,66.16
6,25.97,53.42,2.57
34,8.81,56.1,81.78
16,32.43,50.23,44.64
33,25.07,40.42,115.24
20,24.67,64.38,69.59
11,28.59,53.26,2.56
8,31.79,48.48,4.98
11,30.37,56.26,1.82
25,29.02,56.14,81.91
2,34.11,66.69,3.32
29,23.49,18.21,61.95
12,20.26,63.65,37.97
17,21.64,46.18,61.2
1,23.02,69.57,0.79
17,27.62,64.46,42.75
28,30.25,64.03,70.37
12,32.37,87.03,44.14
10,20.98,64.09,2.65
1,32.53,52.49,3.58
10,22.17,85.53,4.86
34,30.33,50.71,99.07
28,30.76,44.34,86.74
16,25.8,50.53,55.77
34,21.48,87.34,126.85
18,52.87,43.14,32.83
25,46.48,15.59,31.34
5,33.57,85.39,1.55
28,24.07,91.43,56.53
5,27.03,65.29,0.18
31,32.29,59.44,123.49
18,21.77,43.55,64.79
30,33.24,53.54,118.98
10,23.68,43.79,0.91
32,29.92,16.53,67.89
27,23.98,65.17,95.14
17,34.6,12.18,49.12
1,30.24,94.03,3.51
23,8.04,19.39,32.53
28,20.11,48.58,87.52
11,30.13,68.48,3.62
9,20.04,47.78,0.18
29,26.89,52.34,106.0
12,23.35,17.64,30.35
4,34.59,54.14,1.25
35,24.0,18.72,87.88
29,24.94,68.27,101.98
30,25.27,47.65,84.0
21,23.66,50.8,61.46
24,29.08,41.71,63.13
16,33.62,66.28,53.44
7,6.21,56.81,0.72
32,32.74,64.86,110.34
31,20.91,59.43,86.79
27,28.28,45.91,102.52
20,31.08,70.0,71.97
9,20.25,48.12,0.95
24,24.31,56.9,91.27
4,31.04,42.49,4.99
34,8.12,13.84,52.0
35,31.54,11.14,71.5
35,33.68,87.35,89.67
2,20.1,57.84,4.44
15,26.31,14.25,30.72
29,34.43,68.15,101.52
9,34.23,12.64,0.43
31,5.67,69.17,51.44
33,27.72,60.37,96.79
12,23.72,68.59,32.24
13,50.63,40.52,24.12
24,9.14,61.73,37.33
13,33.17,47.81,35.09
32,20.0,54.39,132.77120000000002
30,20.13,68.74,124.86
8,21.41,68.14,3.5
19,30.38,64.95,71.71
2,28.38,46.51,0.86
23,32.27,46.1,84.33
11,25.88,13.66,2.95
23,6.17,49.73,40.07
16,28.37,61.35,48.94
33,28.9,52.41,92.79
29,34.73,52.74,105.96
5,6.95,65.54,1.42
18,48.31,59.38,32.27
6,23.88,59.98,2.6
23,8.67,54.59,35.97
3,47.59,86.07,3.87
3,33.43,42.91,0.66
9,34.01,57.07,1.58
35,30.42,40.29,123.73
32,20.44,52.84,89.41
20,32.75,12.39,37.51
26,28.45,64.75,76.4
9,22.74,52.76,2.94
2,26.39,92.37,1.14
14,32.19,57.54,40.55
22,20.72,65.28,57.85
22,24.97,52.73,57.38
35,25.79,48.1,132.77120000000002
16,23.19,61.12,44.58
15,25.52,56.58,57.85
3,27.73,60.75,1.52
29,28.72,47.12,114.21
32,46.24,69.61,68.56
15,28.92,41.61,53.18
7,32.6,12.93,1.3
2,21.15,42.99,2.91
17,9.0,43.17,35.79
22,29.06,43.34,64.89
2,25.24,60.14,4.39
31,31.47,59.92,128.78
30,33.91,45.74,124.5
7,46.94,57.83,2.29
15,20.15,89.93,60.67
22,52.95,43.36,40.61
27,27.7,49.14,107.69
5,22.2,40.68,3.43
19,20.17,12.3,33.76
15,56.66,85.32,31.87
11,28.46,65.61,3.41
30,30.64,66.01,104.16
19,30.9,63.62,73.64
4,34.88,60.86,1.6
25,30.79,52.12,65.53
35,29.22,64.39,88.08
13,57.75,61.86,28.73
28,29.84,18.04,52.69
32,20.9,64.68,88.84
16,28.19,52.0,43.85
22,34.33,47.65,70.37
31,30.59,54.81,80.28
21,51.92,49.9,46.18
35,23.35,67.3,132.77120000000002
18,24.16,60.53,46.05
15,6.47,12.45,23.75
30,21.91,50.06,116.4
13,45.16,94.03,22.47
3,21.93,67.81,0.94
24,7.77,50.75,47.84
12,54.65,86.29,19.92
12,53.52,49.55,28.0
19,32.91,47.82,48.6
10,7.55,66.41,1.16
3,23.13,15.52,1.53
11,22.28,65.12,0.5
30,20.66,94.03,67.47
9,24.92,41.46,0.2
7,28.92,57.66,0.71
13,32.53,40.64,38.94
23,8.43,50.51,36.51
24,29.5,62.23,99.92
2,26.09,49.23,3.3
19,33.44,49.14,72.76
35,9.48,65.54,74.51
11,22.6,53.65,4.9
5,24.33,54.48,1.41
19,6.04,57.47,39.45
19,34.52,51.98,63.65
6,24.32,40.77,2.39
24,45.14,50.64,38.93
4,21.26,66.61,0.18
9,25.39,11.22,2.31
30,20.48,49.73,96.22
13,30.24,68.16,45.54
6,22.18,16.73,4.84
21,54.2,59.18,36.12
30,58.45560000000002,56.15,54.07
1,22.81,43.53,2.83
14,30.08,63.87,35.6
30,33.0,47.29,82.51
7,30.77,52.26,4.05
33,33.05,45.98,109.84
3,27.14,51.09,0.82
16,23.18,88.26,48.16
27,23.88,93.64,51.31
31,31.82,65.11,122.15
23,25.48,68.46,75.69
1,5.53,54.63,0.19
15,57.16,52.64,33.56
17,21.87,47.64,69.2
15,26.02,41.39,52.29
7,32.37,93.47,3.49
20,32.67,68.77,77.24
19,7.3,17.57,27.39
9,32.68,90.42,3.51
28,30.26,85.56,105.67
17,7.18,49.25,30.64
24,31.21,69.22,60.33
25,49.99,48.15,42.2
14,25.46,57.59,35.04
1,22.56,66.32,1.28
18,20.61,41.14,58.59
2,31.36,41.81,0.27
18,21.16,93.86,36.65
24,58.45560000000002,19.22,33.27
3,34.81,14.75,3.3
31,6.31,66.02,57.86
20,23.09,66.96,55.11
26,58.45560000000002,56.6,40.87
25,27.92,56.8,97.91
25,21.31,57.88,68.31
22,25.2,91.07,42.97
13,57.76,58.49,25.67
34,24.51,47.4,112.53
31,32.77,44.69,108.9
4,20.66,48.24,3.65
6,58.45560000000002,59.07,4.93
31,21.17,59.3,113.12
23,25.24,43.15,62.36
28,22.96,43.17,102.82
6,28.99,15.45,0.35
16,25.84,18.81,40.32
6,23.03,93.54,1.23
23,31.33,64.26,60.95
27,5.67,86.56,46.55
31,26.43,53.95,79.99
21,8.3,47.74,45.42
11,29.49,17.05,4.02
21,20.82,69.44,67.73
33,26.1,61.61,117.77
12,21.42,68.1,45.08
22,5.88,43.47,33.72
33,34.39,19.28,75.31
4,25.24,54.67,0.96
28,58.45560000000002,44.84,56.32
12,22.7,56.36,36.42
31,32.46,59.47,86.7
34,57.02,47.59,70.18
22,34.35,67.83,74.38
12,20.73,63.85,35.2
33,31.63,11.14,63.4
25,58.45560000000002,13.88,30.74
35,24.29,12.14,63.79
19,22.77,12.4,38.55
25,28.98,86.48,63.57
4,26.52,18.71,0.18
9,24.86,53.82,0.57
15,20.73,19.89,40.84
30,21.29,11.14,74.0
10,30.41,66.54,4.38
14,33.9,19.63,40.37
33,26.53,65.58,88.98
29,33.75,66.55,97.86
17,30.47,52.24,70.87
12,32.99,61.3,46.29
16,24.43,47.92,40.34
16,33.05,60.13,63.85
34,30.79,53.14,93.15
10,20.46,46.57,3.3
5,21.86,40.96,0.44
35,24.12,46.15,93.92
14,32.26,67.53,36.01
32,30.74,52.67,120.42
16,33.69,53.69,47.78
34,24.43,69.11,130.67
21,21.93,54.0,79.73
12,27.72,63.1,30.46
16,29.71,89.29,62.7
7,34.43,41.53,2.27
23,22.83,54.66,91.4
28,5.53,49.9,69.26
20,57.01,90.68,23.97
19,32.6,48.83,68.47
19,54.58,17.51,22.58
4,21.63,69.54,0.27
18,32.69,53.88,74.92
18,27.09,17.04,34.56
23,24.68,45.45,63.3
12,23.1,46.69,45.39
8,28.9,52.25,0.57
33,20.29,54.53,93.55
6,26.02,13.3,1.2
31,32.36,49.54,101.37
27,20.97,45.53,106.61
33,9.64,93.69,38.4
29,32.41,53.52,99.34
5,26.86,69.59,2.41
31,58.45560000000002,49.32,72.48
8,31.19,16.0,3.34
27,29.55,54.8,89.1
23,23.87,42.47,73.49
9,33.6,69.49,0.68
2,21.17,64.6,4.08
35,34.94,62.47,132.77120000000002
17,24.75,85.46,63.51
13,20.44,43.18,52.18
17,33.9,47.68,48.99
29,20.82,50.09,80.57
15,23.94,56.16,62.56
12,52.35,41.95,21.37
35,32.79,58.34,132.77120000000002
6,22.79,57.38,4.66
33,21.54,17.17,81.92
10,5.53,92.32,1.52
